caseid,task,user,end_timestamp,role,dur,ac_index,rl_index,dur_norm
1-541566505,Accepted-In Progress,Padmanabha,Fri Jul 15 09:14:45 CEST 2011,Rolle 1,122,2,2,0.18511721869549025
1-541566505,Accepted-Assigned,Carolyn,Fri Jul 15 09:14:54 CEST 2011,Rolle 1,9,3,2,0.0885768534093842
1-541566505,Accepted-In Progress,Ewa,Mon Feb 06 21:33:03 CET 2012,Rolle 1,17846289,2,2,0.6423192993985427
1-541566505,Completed-Closed,Ewa,Mon Feb 06 21:34:12 CET 2012,Rolle 1,69,4,2,0.16343297861628492
1-541655216,Accepted-In Progress,Carolyn,Fri Jul 15 13:56:10 CEST 2011,Rolle 1,0,2,2,0.0
1-541655216,Queued-Awaiting Assignment,Carolyn,Fri Jul 15 14:15:01 CEST 2011,Rolle 1,1131,1,2,0.27050010728606366
1-541655216,Accepted-In Progress,Kannan,Mon Jul 18 12:20:39 CEST 2011,Rolle 1,252338,2,2,0.47849077833900616
1-541655216,Accepted-Assigned,Carolyn,Mon Jul 18 12:20:47 CEST 2011,Rolle 1,8,3,2,0.08452379887561
1-541655216,Accepted-In Progress,Ewa,Mon Feb 06 20:56:07 CET 2012,Rolle 1,17573720,2,2,0.6417272323414065
1-541655216,Completed-Closed,Ewa,Mon Feb 06 20:57:55 CET 2012,Rolle 1,108,4,2,0.1804688282404816
1-541686305,Accepted-In Progress,Carolyn,Fri Jul 15 16:34:41 CEST 2011,Rolle 1,0,2,2,0.0
1-541686305,Queued-Awaiting Assignment,Carolyn,Fri Jul 15 16:37:51 CEST 2011,Rolle 1,190,1,2,0.20204675819261597
1-541686305,Accepted-In Progress,Santhosh,Mon Jul 18 15:45:14 CEST 2011,Rolle 1,256043,2,2,0.47905148980496215
1-541686305,Accepted-Assigned,Carolyn,Mon Jul 18 15:50:26 CEST 2011,Rolle 1,312,3,2,0.22104746496347052
1-541686305,Accepted-In Progress,Ewa,Mon Feb 06 17:04:48 CET 2012,Rolle 1,17547262,2,2,0.6416692727954776
1-541686305,Completed-Closed,Ewa,Mon Feb 06 17:05:44 CET 2012,Rolle 1,56,4,2,0.1555298696961259
1-542027112,Accepted-In Progress,Ian,Mon Jul 18 15:45:13 CEST 2011,Rolle 1,0,2,2,0.0
1-542027112,Accepted-In Progress,Ian,Mon Jul 18 15:48:49 CEST 2011,Rolle 1,216,2,2,0.20695625134203
1-542027112,Accepted-Assigned,Ian,Mon Jul 18 15:55:27 CEST 2011,Rolle 1,398,3,2,0.2303859949030266
1-542027112,Accepted-In Progress,Ian,Fri Sep 09 13:17:31 CEST 2011,Rolle 1,4569724,2,2,0.5899121060623187
1-542027112,Accepted-In Progress,Andrew,Wed Sep 28 16:04:50 CEST 2011,Rolle 1,1651639,2,2,0.5507633802092405
1-542027112,Accepted-Wait,Andrew,Wed Sep 28 16:05:03 CEST 2011,Rolle 1,13,5,2,0.10152041500465675
1-542027112,Completed-Closed,Andrew,Wed Feb 15 11:19:55 CET 2012,Rolle 1,12082492,4,2,0.6273151427467246
1-542568265,Accepted-In Progress,Vasu,Wed Jul 20 16:25:08 CEST 2011,Rolle 1,0,2,2,0.0
1-542568265,Accepted-In Progress,Vasu,Wed Jul 20 16:30:16 CEST 2011,Rolle 1,308,2,2,0.22055268722746676
1-542568265,Queued-Awaiting Assignment,Stefan,Wed Jul 20 16:32:53 CEST 2011,Rolle 1,157,1,2,0.19475012648866558
1-542568265,Accepted-In Progress,Stefan,Fri Aug 26 13:17:25 CEST 2011,Rolle 1,3185072,2,2,0.5760258529613174
1-542568265,Accepted-Assigned,Sylvie,Fri Aug 26 13:22:26 CEST 2011,Rolle 1,301,3,2,0.21967121144057056
1-542568265,Accepted-Assigned,Karel,Tue Sep 27 17:48:28 CEST 2011,Rolle 1,2780762,3,2,0.5708037678671999
1-542568265,Accepted-Wait,Karel,Wed Oct 05 12:18:56 CEST 2011,Rolle 1,671428,5,2,0.5161373332428523
1-542568265,Accepted-In Progress,Karel,Tue Mar 13 14:49:10 CET 2012,Rolle 1,13836614,2,2,0.6325299548340071
1-542568265,Completed-Closed,Karel,Fri Mar 16 15:03:26 CET 2012,Rolle 1,260056,4,2,0.47964973300002955
1-542919207,Accepted-In Progress,Cyril,Fri Jul 22 09:56:05 CEST 2011,Rolle 1,0,2,2,0.0
1-542919207,Queued-Awaiting Assignment,Cyril,Fri Jul 22 10:03:11 CEST 2011,Rolle 1,426,1,2,0.2329950242900495
1-542919207,Queued-Awaiting Assignment,Sarah,Fri Jul 22 18:59:03 CEST 2011,Rolle 1,32152,1,2,0.3992354981348004
1-542919207,Accepted-In Progress,Sarah,Wed Apr 11 12:56:37 CEST 2012,Rolle 1,22787854,2,2,0.6517222196866072
1-542919207,Completed-Closed,Sarah,Wed Apr 11 13:00:51 CEST 2012,Rolle 1,254,4,2,0.2131637567860914
1-542940765,Accepted-In Progress,Fredrik,Fri Jul 22 11:23:23 CEST 2011,Rolle 1,0,2,2,0.0
1-542940765,Accepted-In Progress,Fredrik,Wed Oct 05 22:40:23 CEST 2011,Rolle 1,6520620,2,2,0.6035882741496995
1-542940765,Queued-Awaiting Assignment,Fredrik,Wed Oct 05 22:40:40 CEST 2011,Rolle 1,17,1,2,0.111188088673366
1-542940765,Accepted-Assigned,Daniel Alf,Wed Oct 05 22:46:38 CEST 2011,Rolle 1,358,3,2,0.2263222264188531
1-542940765,Accepted-Assigned,Gustaf,Wed Oct 12 17:45:03 CEST 2011,Rolle 1,586705,3,2,0.5109485396531208
1-542940765,Accepted-In Progress,Fredrik,Tue Feb 21 14:43:18 CET 2012,Rolle 1,11397495,2,2,0.6250699760538904
1-542940765,Queued-Awaiting Assignment,Fredrik,Tue Feb 21 14:44:28 CET 2012,Rolle 1,70,1,2,0.16397863937738816
1-542940765,Accepted-Assigned,Gustaf,Tue Feb 21 14:47:32 CET 2012,Rolle 1,184,3,2,0.2008189378406539
1-542940765,Accepted-In Progress,Fredrik,Wed Feb 22 16:01:36 CET 2012,Rolle 1,90844,2,2,0.4391907034278013
1-542940765,Completed-Closed,Fredrik,Wed Feb 22 16:08:59 CET 2012,Rolle 1,443,4,2,0.2344968532623428
1-543227320,Accepted-In Progress,Ingemar,Mon Jul 25 18:09:00 CEST 2011,Rolle 1,0,2,2,0.0
1-543227320,Queued-Awaiting Assignment,Ingemar,Wed Aug 24 15:23:58 CEST 2011,Rolle 1,2582098,1,2,0.5679523826973898
1-543227320,Accepted-In Progress,Lena,Wed Aug 24 15:23:59 CEST 2011,Rolle 1,1,2,2,0.026664289797756018
1-543227320,Accepted-Assigned,Ingemar,Tue Aug 30 14:38:16 CEST 2011,Rolle 1,515657,3,2,0.5059830302237333
1-543227320,Accepted-In Progress,Lena,Tue Aug 30 14:41:59 CEST 2011,Rolle 1,223,2,2,0.2081775741956808
1-543227320,Accepted-Wait,Lena,Tue Dec 27 10:49:03 CET 2011,Rolle 1,10271224,5,2,0.6210674355728396
1-543227320,Accepted-In Progress,Lena,Thu Jan 12 10:22:58 CET 2012,Rolle 1,1380835,2,2,0.5438744668002244
1-543227320,Completed-Closed,Lena,Thu Jan 12 10:22:59 CET 2012,Rolle 1,1,4,2,0.026664289797756018
1-543300099,Accepted-In Progress,Ian,Mon Jul 25 13:47:13 CEST 2011,Rolle 1,0,2,2,0.0
1-543300099,Accepted-Assigned,Ian,Mon Jul 25 16:39:06 CEST 2011,Rolle 1,10313,3,2,0.35549674630378697
1-543300099,Accepted-In Progress,Ian,Fri Sep 09 13:17:02 CEST 2011,Rolle 1,3962276,2,2,0.5844251923188764
1-543300099,Accepted-In Progress,Andrew,Fri May 04 17:00:49 CEST 2012,Rolle 1,20576627,2,2,0.6477956749853856
1-543300099,Completed-Closed,Andrew,Fri May 04 17:00:50 CEST 2012,Rolle 1,1,4,2,0.026664289797756018
1-543653631,Accepted-In Progress,Kåre_OLD,Wed Jul 27 00:10:10 CEST 2011,Rolle 1,0,2,2,0.0
1-543653631,Accepted-Assigned,Kåre_OLD,Thu Aug 11 13:59:08 CEST 2011,Rolle 1,1345738,3,2,0.5428840657526985
1-543653631,Accepted-Wait,Kåre_OLD,Fri Aug 19 11:17:19 CEST 2011,Rolle 1,681491,5,2,0.5167095987885881
1-543653631,Accepted-Wait,Kåre_OLD,Fri Sep 02 15:50:00 CEST 2011,Rolle 1,1225961,5,2,0.5392981355099649
1-543653631,Accepted-Assigned,Jakob,Fri Sep 02 15:50:16 CEST 2011,Rolle 1,16,3,2,0.10898929373665826
1-543653631,Accepted-In Progress,Jakob,Wed Dec 14 16:02:37 CET 2011,Rolle 1,8903541,2,2,0.615570406431728
1-543653631,Completed-Closed,Jakob,Tue Feb 07 13:10:40 CET 2012,Rolle 1,4741683,4,2,0.5913331039829829
1-544020953,Accepted-In Progress,Jaroslaw,Thu Jul 28 16:32:02 CEST 2011,Rolle 1,0,2,2,0.0
1-544020953,Accepted-Assigned,Jaroslaw,Thu Jul 28 17:18:52 CEST 2011,Rolle 1,2810,3,2,0.3054892415507351
1-544020953,Accepted-Assigned,Kamil,Thu Aug 04 15:10:22 CEST 2011,Rolle 1,597090,3,2,0.5116234948763144
1-544020953,Accepted-In Progress,Tomasz,Thu Aug 18 23:51:05 CEST 2011,Rolle 1,1240843,2,2,0.5397622938180683
1-544020953,Accepted-In Progress,Tomasz,Mon Aug 29 16:15:31 CEST 2011,Rolle 1,923066,2,2,0.5283815889280431
1-544020953,Accepted-Assigned,Kamil,Mon Sep 05 10:27:39 CEST 2011,Rolle 1,583928,3,2,0.5107660283587449
1-544020953,Accepted-In Progress,Kamil,Mon Sep 05 14:24:28 CEST 2011,Rolle 1,14209,2,2,0.3678237169092584
1-544020953,Accepted-Wait,Kamil,Wed Sep 14 11:42:00 CEST 2011,Rolle 1,767852,5,2,0.5212994142436569
1-544020953,Completed-Closed,Kamil,Wed Mar 14 13:49:49 CET 2012,Rolle 1,15736069,4,2,0.6374784266917534
1-544200884,Accepted-In Progress,Paul,Fri Jul 29 15:47:54 CEST 2011,Rolle 1,0,2,2,0.0
1-544200884,Accepted-Wait,Paul,Mon Aug 01 16:13:25 CEST 2011,Rolle 1,260731,5,2,0.4797494517369298
1-544200884,Completed-Closed,Paul,Wed Feb 15 12:52:57 CET 2012,Rolle 1,17098772,4,2,0.6406732758026209
1-544527205,Accepted-In Progress,Karel,Mon Aug 01 14:04:46 CEST 2011,Rolle 1,0,2,2,0.0
1-544527205,Accepted-Wait,Karel,Wed Oct 05 12:18:40 CEST 2011,Rolle 1,5609634,5,2,0.5977993910969364
1-544527205,Completed-Closed,Karel,Mon Feb 06 15:05:47 CET 2012,Rolle 1,10727227,4,2,0.622738461689972
1-544595401,Accepted-In Progress,Viktoria,Mon Aug 01 19:55:46 CEST 2011,Rolle 1,0,2,2,0.0
1-544595401,Queued-Awaiting Assignment,Viktoria,Mon Aug 01 20:16:28 CEST 2011,Rolle 1,1242,1,2,0.27409851554126263
1-544595401,Accepted-In Progress,Helene,Tue Dec 06 10:13:26 CET 2011,Rolle 1,10940218,2,2,0.6234947755410084
1-544595401,Accepted-In Progress,Thiago,Thu Feb 09 13:04:00 CET 2012,Rolle 1,5626234,2,2,0.5979130585826536
1-544595401,Completed-Closed,Thiago,Thu Feb 09 13:07:43 CET 2012,Rolle 1,223,4,2,0.2081775741956808
1-544876956,Accepted-In Progress,Arun,Wed Aug 03 07:37:05 CEST 2011,Rolle 1,0,2,2,0.0
1-544876956,Accepted-Wait,Arun,Wed Dec 21 09:12:45 CET 2011,Rolle 1,12105340,5,2,0.6273878178897673
1-544876956,Completed-Closed,Arun,Tue Jan 24 09:17:58 CET 2012,Rolle 1,2937913,4,2,0.5729185493262037
1-545370610,Accepted-In Progress,Carolyn,Fri Aug 05 11:46:33 CEST 2011,Rolle 1,0,2,2,0.0
1-545370610,Queued-Awaiting Assignment,Carolyn,Fri Aug 05 11:49:47 CEST 2011,Rolle 1,194,1,2,0.20284406007307385
1-545370610,Accepted-In Progress,Santhosh,Fri Aug 05 12:48:23 CEST 2011,Rolle 1,3516,2,2,0.31410879003281855
1-545370610,Accepted-Assigned,Carolyn,Fri Aug 05 13:00:21 CEST 2011,Rolle 1,718,3,2,0.2530400561537974
1-545370610,Queued-Awaiting Assignment,Hannes,Fri Sep 23 00:56:57 CEST 2011,Rolle 1,4190196,1,2,0.5865766893746245
1-545370610,Accepted-Assigned,Y,Fri Sep 23 00:58:15 CEST 2011,Rolle 1,78,3,2,0.16808583669090954
1-545370610,Accepted-In Progress,Y,Fri Sep 23 09:47:05 CEST 2011,Rolle 1,31730,2,2,0.39872726705212796
1-545370610,Accepted-Wait,Y,Fri Sep 23 09:48:36 CEST 2011,Rolle 1,91,5,2,0.17394614650992032
1-545370610,Queued-Awaiting Assignment,Carolyn,Wed Oct 26 10:01:42 CEST 2011,Rolle 1,2851986,1,2,0.571776657525782
1-545370610,Accepted-In Progress,Ewa,Mon Feb 06 17:02:25 CET 2012,Rolle 1,8928043,2,2,0.6156761238118039
1-545370610,Completed-Closed,Ewa,Mon Feb 06 17:03:44 CET 2012,Rolle 1,79,4,2,0.16856972280265223
1-545738536,Accepted-In Progress,Tomas,Mon Aug 08 08:08:01 CEST 2011,Rolle 1,0,2,2,0.0
1-545738536,Accepted-Assigned,Tomas,Mon Aug 08 08:12:59 CEST 2011,Rolle 1,298,3,2,0.21928716393804895
1-545738536,Accepted-In Progress,Tomas,Thu Sep 01 23:51:36 CEST 2011,Rolle 1,2129917,2,2,0.5605464714796358
1-545738536,Accepted-In Progress,Carrie,Wed Jan 18 07:45:42 CET 2012,Rolle 1,11955246,2,2,0.6269078664662717
1-545738536,Completed-Closed,Carrie,Wed Jan 18 07:46:41 CET 2012,Rolle 1,59,4,2,0.1575030426449452
1-545911672,Accepted-In Progress,Göran,Mon Aug 08 14:24:45 CEST 2011,Rolle 1,0,2,2,0.0
1-545911672,Queued-Awaiting Assignment,Göran,Mon Aug 08 14:28:29 CEST 2011,Rolle 1,224,1,2,0.20834892609886632
1-545911672,Accepted-In Progress,Göran,Mon Aug 15 10:07:29 CEST 2011,Rolle 1,589140,2,2,0.5111078644326831
1-545911672,Queued-Awaiting Assignment,Fredrik,Mon Aug 15 10:08:23 CEST 2011,Rolle 1,54,1,2,0.15415585082649325
1-545911672,Accepted-Assigned,Tord,Fri Nov 04 12:41:01 CET 2011,Rolle 1,7011158,3,2,0.6063785210220496
1-545911672,Accepted-In Progress,Mattias,Tue Jan 24 11:52:59 CET 2012,Rolle 1,6995518,2,2,0.6062926124817531
1-545911672,Completed-Closed,Mattias,Tue Jan 24 11:58:41 CET 2012,Rolle 1,342,4,2,0.22456837562070217
1-546272906,Accepted-In Progress,Linda,Tue Aug 09 09:34:14 CEST 2011,Rolle 1,0,2,2,0.0
1-546272906,Accepted-Wait,Linda,Tue Aug 09 09:40:29 CEST 2011,Rolle 1,375,5,2,0.22810203624178543
1-546272906,Accepted-Assigned,Linda,Tue Aug 16 11:46:16 CEST 2011,Rolle 1,612347,3,2,0.5125941004293697
1-546272906,Accepted-Wait,Linda,Tue Aug 30 14:43:01 CEST 2011,Rolle 1,1220205,5,2,0.5391170974605758
1-546272906,Completed-Closed,Linda,Tue Jan 10 08:55:39 CET 2012,Rolle 1,11473958,4,2,0.6253271895266496
1-546692981,Accepted-In Progress,Peter,Tue Aug 09 16:42:56 CEST 2011,Rolle 1,0,2,2,0.0
1-546692981,Completed-Closed,Peter,Tue Jan 03 16:00:22 CET 2012,Rolle 1,12701846,4,2,0.6292381750165402
1-546693092,Accepted-In Progress,Peter,Tue Aug 09 17:54:06 CEST 2011,Rolle 1,0,2,2,0.0
1-546693092,Completed-Closed,Peter,Tue Jan 03 16:04:17 CET 2012,Rolle 1,12697811,4,2,0.6292259527932971
1-546838031,Accepted-In Progress,Rodrigo,Tue Aug 09 18:06:57 CEST 2011,Rolle 1,0,2,2,0.0
1-546838031,Accepted-In Progress,Rodrigo,Tue Aug 09 18:22:29 CEST 2011,Rolle 1,932,2,2,0.26306277100135467
1-546838031,Queued-Awaiting Assignment,Tomas,Tue Aug 09 20:46:45 CEST 2011,Rolle 1,8656,1,2,0.34875961656031457
1-546838031,Accepted-In Progress,Rodrigo,Thu Aug 11 19:23:43 CEST 2011,Rolle 1,167818,2,2,0.46279998676088274
1-546838031,Queued-Awaiting Assignment,Tomas,Thu Aug 11 19:51:34 CEST 2011,Rolle 1,1671,1,2,0.28550412686645404
1-546838031,Accepted-In Progress,Tomas,Thu Oct 20 14:52:40 CEST 2011,Rolle 1,6030066,2,2,0.6005796000512696
1-546838031,Accepted-Wait,Tomas,Thu Oct 20 14:54:16 CEST 2011,Rolle 1,96,5,2,0.17598198866400916
1-546838031,Completed-Closed,Tomas,Tue Apr 24 13:58:43 CEST 2012,Rolle 1,16153467,4,2,0.6384855009483831
1-547539001,Accepted-In Progress,Peter,Wed Aug 10 10:45:40 CEST 2011,Rolle 1,0,2,2,0.0
1-547539001,Completed-Closed,Peter,Tue Jan 03 16:04:54 CET 2012,Rolle 1,12637154,4,2,0.6290417501028193
1-547617088,Accepted-In Progress,Ian,Wed Aug 10 13:47:08 CEST 2011,Rolle 1,0,2,2,0.0
1-547617088,Accepted-Assigned,Ian,Wed Aug 10 14:04:12 CEST 2011,Rolle 1,1024,3,2,0.26668044648094164
1-547617088,Accepted-Assigned,Andrew,Tue Aug 23 11:28:02 CEST 2011,Rolle 1,1113830,3,2,0.5356082268132538
1-547617088,Accepted-Wait,Andrew,Tue Aug 23 11:29:30 CEST 2011,Rolle 1,88,5,2,0.1726708328563049
1-547617088,Completed-Closed,Andrew,Wed Feb 15 12:14:44 CET 2012,Rolle 1,15212714,4,2,0.636177272601887
1-547802271,Accepted-In Progress,Peter,Wed Aug 10 15:43:33 CEST 2011,Rolle 1,0,2,2,0.0
1-547802271,Completed-Closed,Peter,Tue Jan 03 16:05:05 CET 2012,Rolle 1,12619292,4,2,0.6289873383845995
1-548188531,Accepted-In Progress,Peter,Thu Aug 11 09:40:08 CEST 2011,Rolle 1,0,2,2,0.0
1-548188531,Completed-Closed,Peter,Wed Jan 04 15:39:30 CET 2012,Rolle 1,12639562,4,2,0.6290490795354279
1-548188557,Accepted-In Progress,Peter,Thu Aug 11 09:48:34 CEST 2011,Rolle 1,0,2,2,0.0
1-548188557,Completed-Closed,Peter,Wed Jan 04 15:40:26 CET 2012,Rolle 1,12639112,4,2,0.6290477099385867
1-548188833,Accepted-In Progress,Peter,Thu Aug 11 09:59:12 CEST 2011,Rolle 1,0,2,2,0.0
1-548188833,Completed-Closed,Peter,Wed Jan 04 15:40:46 CET 2012,Rolle 1,12638494,4,2,0.6290458289461213
1-549431982,Accepted-In Progress,Craig,Sat Aug 13 17:56:32 CEST 2011,Rolle 1,0,2,2,0.0
1-549431982,Queued-Awaiting Assignment,Craig,Sat Aug 13 18:00:02 CEST 2011,Rolle 1,210,1,2,0.20587762632490728
1-549431982,Accepted-In Progress,Johan,Tue Sep 13 10:58:21 CEST 2011,Rolle 1,2653099,2,2,0.5689958827024465
1-549431982,Accepted-Wait,Johan,Wed Jan 04 12:25:03 CET 2012,Rolle 1,9772002,5,2,0.6191507519297765
1-549431982,Completed-Closed,Johan,Wed Jan 04 12:25:52 CET 2012,Rolle 1,49,4,2,0.15048941702101234
1-550036329,Accepted-In Progress,Jonas,Tue Aug 16 03:45:42 CEST 2011,Rolle 1,0,2,2,0.0
1-550036329,Queued-Awaiting Assignment,Jonas,Tue Aug 16 03:47:40 CEST 2011,Rolle 1,118,1,2,0.183845418943559
1-550036329,Queued-Awaiting Assignment,Jonas,Tue Aug 16 03:47:41 CEST 2011,Rolle 1,1,1,2,0.026664289797756018
1-550036329,Accepted-In Progress,Karthick,Tue Oct 18 14:40:26 CEST 2011,Rolle 1,5482365,2,2,0.5969165829210553
1-550036329,Accepted-Wait,Karthick,Tue Oct 18 14:40:35 CEST 2011,Rolle 1,9,5,2,0.0885768534093842
1-550036329,Accepted-Assigned,Venkata,Tue Oct 18 14:47:28 CEST 2011,Rolle 1,413,3,2,0.23180565558777427
1-550036329,Accepted-In Progress,Venkata,Tue Dec 13 12:55:59 CET 2011,Rolle 1,4835311,2,2,0.5920852892670949
1-550036329,Completed-Closed,Venkata,Wed Jan 18 12:09:58 CET 2012,Rolle 1,3107639,4,2,0.5750790826356122
1-550159631,Accepted-In Progress,Gunilla,Tue Aug 16 09:26:29 CEST 2011,Rolle 1,0,2,2,0.0
1-550159631,Accepted-Wait,Gunilla,Tue Aug 16 09:27:10 CEST 2011,Rolle 1,41,5,2,0.14378231444246173
1-550159631,Accepted-Assigned,Gunilla,Tue Aug 16 09:27:44 CEST 2011,Rolle 1,34,3,2,0.13676868881852888
1-550159631,Accepted-In Progress,Yvonne,Wed Jan 18 12:48:50 CET 2012,Rolle 1,13407666,2,2,0.6313185209263645
1-550159631,Completed-Closed,Yvonne,Wed Jan 18 12:48:52 CET 2012,Rolle 1,2,4,2,0.04226189943780499
1-550577363,Accepted-In Progress,Sathish,Tue Aug 16 16:50:16 CEST 2011,Rolle 1,0,2,2,0.0
1-550577363,Accepted-Wait,Sathish,Tue Aug 16 16:54:00 CEST 2011,Rolle 1,224,5,2,0.20834892609886632
1-550577363,Accepted-Wait,Sathish,Tue Aug 16 16:54:13 CEST 2011,Rolle 1,13,5,2,0.10152041500465675
1-550577363,Accepted-In Progress,Sathish,Thu Jan 05 07:41:25 CET 2012,Rolle 1,12239232,2,2,0.627810965004434
1-550577363,Completed-Closed,Sathish,Thu Jan 05 07:43:17 CET 2012,Rolle 1,112,4,2,0.18185522832639753
1-550611848,Accepted-In Progress,Bharath,Tue Aug 16 16:45:30 CEST 2011,Rolle 1,0,2,2,0.0
1-550611848,Completed-Closed,Bharath,Fri May 04 11:56:48 CEST 2012,Rolle 1,22619478,4,2,0.6514369269400456
1-553276916,Accepted-In Progress,Ove,Wed Aug 17 15:01:24 CEST 2011,Rolle 1,0,2,2,0.0
1-553276916,Completed-Closed,Ove,Thu Sep 01 17:21:38 CEST 2011,Rolle 1,1304414,4,2,0.5416842874626648
1-553276916,Accepted-In Progress,Ove,Wed Feb 15 17:28:51 CET 2012,Rolle 1,14432833,2,2,0.6341528386489396
1-553276916,Accepted-In Progress,Ove,Wed Mar 28 13:51:42 CEST 2012,Rolle 1,3612171,2,2,0.5808664921938953
1-553276916,Completed-Closed,Ove,Wed Mar 28 13:52:08 CEST 2012,Rolle 1,26,4,2,0.126785698313415
1-555105571,Accepted-In Progress,Carolyn,Thu Aug 18 14:01:59 CEST 2011,Rolle 1,0,2,2,0.0
1-555105571,Queued-Awaiting Assignment,Carolyn,Thu Aug 18 14:41:56 CEST 2011,Rolle 1,2397,1,2,0.2993764052531027
1-555105571,Accepted-In Progress,Padmanabha,Fri Aug 19 05:55:26 CEST 2011,Rolle 1,54810,2,2,0.41975399186010287
1-555105571,Accepted-Assigned,Carolyn,Fri Aug 19 05:55:33 CEST 2011,Rolle 1,7,3,2,0.07999286939326805
1-555105571,Accepted-In Progress,Ewa,Thu Feb 02 22:41:40 CET 2012,Rolle 1,14492767,2,2,0.6343122524929167
1-555105571,Completed-Closed,Ewa,Thu Feb 02 22:46:00 CET 2012,Rolle 1,260,4,2,0.21405841196168277
1-557618809,Accepted-In Progress,Suzanne,Fri Aug 19 14:33:20 CEST 2011,Rolle 1,0,2,2,0.0
1-557618809,Completed-Closed,Suzanne,Thu Jan 19 17:12:03 CET 2012,Rolle 1,13232323,4,2,0.6308121191901684
1-557739965,Accepted-In Progress,Suzanne,Fri Aug 19 15:05:57 CEST 2011,Rolle 1,0,2,2,0.0
1-557739965,Accepted-Wait,Suzanne,Wed Nov 09 17:32:46 CET 2011,Rolle 1,7097209,5,2,0.6068477869824972
1-557739965,Completed-Closed,Suzanne,Thu Jan 19 17:12:59 CET 2012,Rolle 1,6133213,4,2,0.6012320554474979
1-560246371,Accepted-In Progress,Christofer,Mon Aug 22 17:33:44 CEST 2011,Rolle 1,0,2,2,0.0
1-560246371,Accepted-In Progress,Christofer,Mon Aug 22 17:35:30 CEST 2011,Rolle 1,106,2,2,0.1797564293874051
1-560246371,Queued-Awaiting Assignment,Christofer,Mon Aug 22 17:40:46 CEST 2011,Rolle 1,316,1,2,0.22153595963764433
1-560246371,Accepted-In Progress,Christofer,Wed Nov 09 14:56:53 CET 2011,Rolle 1,6819367,2,2,0.605311551802914
1-560246371,Accepted-Wait,Christofer,Wed Nov 09 14:56:57 CET 2011,Rolle 1,4,5,2,0.06191256361162817
1-560246371,Completed-Closed,Christofer,Wed Feb 01 12:53:37 CET 2012,Rolle 1,7250200,4,2,0.6076682204363816
1-560404489,Accepted-In Progress,Praveen,Tue Aug 23 06:23:57 CEST 2011,Rolle 1,0,2,2,0.0
1-560404489,Queued-Awaiting Assignment,Praveen,Tue Aug 23 06:29:58 CEST 2011,Rolle 1,361,1,2,0.22664235396945118
1-560404489,Accepted-In Progress,Abhishek,Tue Aug 23 08:51:57 CEST 2011,Rolle 1,8519,2,2,0.3481459718200894
1-560404489,Queued-Awaiting Assignment,Martin,Tue Aug 23 08:53:33 CEST 2011,Rolle 1,96,1,2,0.17598198866400916
1-560404489,Accepted-In Progress,Steve,Tue Aug 23 11:17:21 CEST 2011,Rolle 1,8628,2,2,0.34863499348678445
1-560404489,Accepted-Wait,Steve,Tue Aug 23 14:19:04 CEST 2011,Rolle 1,10903,5,2,0.35763664932785816
1-560404489,Accepted-In Progress,Per,Thu Dec 15 13:51:36 CET 2011,Rolle 1,9851552,2,2,0.6194626404639896
1-560404489,Accepted-In Progress,Mikael,Thu Dec 15 17:13:32 CET 2011,Rolle 1,12116,2,2,0.36169428988413815
1-560404489,Accepted-In Progress,Hans,Thu Dec 15 18:57:19 CET 2011,Rolle 1,6227,2,2,0.3360914600714049
1-560404489,Accepted-In Progress,Hans,Fri Dec 16 10:20:19 CET 2011,Rolle 1,55380,2,2,0.4201519736666196
1-560404489,Accepted-In Progress,Jacob,Fri Dec 16 10:20:20 CET 2011,Rolle 1,1,2,2,0.026664289797756018
1-560404489,Queued-Awaiting Assignment,Mikael,Fri Dec 16 10:22:44 CET 2011,Rolle 1,144,1,2,0.19144717669770092
1-560404489,Accepted-In Progress,Jacob,Fri Dec 16 10:59:48 CET 2011,Rolle 1,2224,2,2,0.29649596007956125
1-560404489,Accepted-Wait,Jacob,Tue Feb 07 16:19:02 CET 2012,Rolle 1,4598354,5,2,0.5901523646505772
1-560404489,Completed-Closed,Jacob,Thu May 24 17:16:25 CEST 2012,Rolle 1,9244643,4,2,0.6170166343729558
1-560418897,Accepted-In Progress,Carolyn,Tue Aug 23 08:57:07 CEST 2011,Rolle 1,0,2,2,0.0
1-560418897,Queued-Awaiting Assignment,Carolyn,Tue Aug 23 09:07:07 CEST 2011,Rolle 1,600,1,2,0.24614395674966655
1-560418897,Accepted-In Progress,Kannan,Tue Aug 23 09:22:33 CEST 2011,Rolle 1,926,2,2,0.26281458666527174
1-560418897,Accepted-Assigned,Carolyn,Tue Aug 23 09:22:41 CEST 2011,Rolle 1,8,3,2,0.08452379887561
1-560418897,Accepted-In Progress,Ewa,Mon Jan 30 13:57:21 CET 2012,Rolle 1,13844080,2,2,0.632550706145318
1-560418897,Completed-Closed,Ewa,Mon Jan 30 14:28:07 CET 2012,Rolle 1,1846,4,2,0.28933335936401655
1-560419045,Accepted-In Progress,Carolyn,Tue Aug 23 08:49:41 CEST 2011,Rolle 1,0,2,2,0.0
1-560419045,Queued-Awaiting Assignment,Carolyn,Tue Aug 23 08:53:03 CEST 2011,Rolle 1,202,1,2,0.20439073829297347
1-560419045,Accepted-In Progress,Kannan,Tue Aug 23 09:28:33 CEST 2011,Rolle 1,2130,2,2,0.2948354482862372
